,GEOID,NAME,OverFifty,TotalPop
1485,17031805801,"Census Tract 8058.01, Cook County, Illinois",1134,2541
1486,17031806700,"Census Tract 8067, Cook County, Illinois",1813,3937
1487,17031807800,"Census Tract 8078, Cook County, Illinois",1047,2678
1488,17031809000,"Census Tract 8090, Cook County, Illinois",1760,4153
1489,17031809100,"Census Tract 8091, Cook County, Illinois",1365,3293
1490,17031810302,"Census Tract 8103.02, Cook County, Illinois",1301,3162
1491,17031810502,"Census Tract 8105.02, Cook County, Illinois",2403,5468
1492,17031810701,"Census Tract 8107.01, Cook County, Illinois",1651,5136
1493,17031811900,"Census Tract 8119, Cook County, Illinois",2253,5895
1494,17031810800,"Census Tract 8108, Cook County, Illinois",1961,5102
1495,17031811402,"Census Tract 8114.02, Cook County, Illinois",1384,4327
1496,17031811500,"Census Tract 8115, Cook County, Illinois",2229,6452
1497,17031191000,"Census Tract 1910, Cook County, Illinois",715,2651
1498,17031805600,"Census Tract 8056, Cook County, Illinois",1765,4457
1499,17031806004,"Census Tract 8060.04, Cook County, Illinois",3152,7226
1500,17031807200,"Census Tract 8072, Cook County, Illinois",2376,5224
1501,17083010300,"Census Tract 103, Jersey County, Illinois",1666,3918
1502,17083010100,"Census Tract 101, Jersey County, Illinois",1890,4752
1503,17083010500,"Census Tract 105, Jersey County, Illinois",737,1531
1504,17031610300,"Census Tract 6103, Cook County, Illinois",1278,5941
1505,17031611800,"Census Tract 6118, Cook County, Illinois",659,2390
1506,17031681200,"Census Tract 6812, Cook County, Illinois",538,2511
1507,17031711000,"Census Tract 7110, Cook County, Illinois",1573,3012
1508,17031800600,"Census Tract 8006, Cook County, Illinois",907,2405
1509,17031650400,"Census Tract 6504, Cook County, Illinois",1416,6530
1510,17031660500,"Census Tract 6605, Cook County, Illinois",1097,4720
1511,17031661100,"Census Tract 6611, Cook County, Illinois",1495,6851
1512,17031670600,"Census Tract 6706, Cook County, Illinois",449,1050
1513,17031690500,"Census Tract 6905, Cook County, Illinois",227,624
1514,17031691000,"Census Tract 6910, Cook County, Illinois",1073,2550
1515,17031710400,"Census Tract 7104, Cook County, Illinois",1921,5514
1516,17031740400,"Census Tract 7404, Cook County, Illinois",1544,4552
1517,17031770800,"Census Tract 7708, Cook County, Illinois",2022,5464
1518,17031800800,"Census Tract 8008, Cook County, Illinois",1096,2278
1519,17031081000,"Census Tract 810, Cook County, Illinois",2462,7439
1520,17031030400,"Census Tract 304, Cook County, Illinois",860,2582
1521,17031030900,"Census Tract 309, Cook County, Illinois",1039,3061
1522,17031031900,"Census Tract 319, Cook County, Illinois",630,2566
1523,17031050200,"Census Tract 502, Cook County, Illinois",1437,5431
1524,17031811600,"Census Tract 8116, Cook County, Illinois",2267,6240
1525,17031811800,"Census Tract 8118, Cook County, Illinois",1837,5471
1526,17031814400,"Census Tract 8144, Cook County, Illinois",1991,7973
1527,17031815702,"Census Tract 8157.02, Cook County, Illinois",1933,5210
1528,17031815800,"Census Tract 8158, Cook County, Illinois",753,1582
1529,17031816100,"Census Tract 8161, Cook County, Illinois",2455,6035
1530,17031816300,"Census Tract 8163, Cook County, Illinois",1430,5149
1531,17031817000,"Census Tract 8170, Cook County, Illinois",1812,5020
1532,17031818500,"Census Tract 8185, Cook County, Illinois",3082,5569
1533,17031818700,"Census Tract 8187, Cook County, Illinois",1135,3598
1534,17031200100,"Census Tract 2001, Cook County, Illinois",1310,3763
1535,17031160900,"Census Tract 1609, Cook County, Illinois",832,2464
1536,17031170900,"Census Tract 1709, Cook County, Illinois",665,1881
1537,17031220300,"Census Tract 2203, Cook County, Illinois",443,2201
1538,17031010400,"Census Tract 104, Cook County, Illinois",1103,5153
1539,17031630100,"Census Tract 6301, Cook County, Illinois",159,950
1540,17031661000,"Census Tract 6610, Cook County, Illinois",1679,5157
1541,17031670200,"Census Tract 6702, Cook County, Illinois",265,884
1542,17031380100,"Census Tract 3801, Cook County, Illinois",898,1983
1543,17031671800,"Census Tract 6718, Cook County, Illinois",456,1256
1544,17031691100,"Census Tract 6911, Cook County, Illinois",983,2993
1545,17031530300,"Census Tract 5303, Cook County, Illinois",1702,4440
1546,17031560900,"Census Tract 5609, Cook County, Illinois",2129,5341
1547,17031580300,"Census Tract 5803, Cook County, Illinois",749,2555
1548,17031611300,"Census Tract 6113, Cook County, Illinois",686,2521
1549,17031611600,"Census Tract 6116, Cook County, Illinois",471,1608
1550,17031620300,"Census Tract 6203, Cook County, Illinois",1751,7784
1551,17031620400,"Census Tract 6204, Cook County, Illinois",1139,4503
1552,17177000800,"Census Tract 8, Stephenson County, Illinois",901,3055
1553,17177001000,"Census Tract 10, Stephenson County, Illinois",2500,3977
1554,17177001100,"Census Tract 11, Stephenson County, Illinois",1445,3470
1555,17177000400,"Census Tract 4, Stephenson County, Illinois",1198,2807
1556,17177000900,"Census Tract 9, Stephenson County, Illinois",2577,4846
1557,17177000300,"Census Tract 3, Stephenson County, Illinois",1713,3736
1558,17177000700,"Census Tract 7, Stephenson County, Illinois",635,1916
1559,17191955100,"Census Tract 9551, Wayne County, Illinois",1275,2751
1560,17191955200,"Census Tract 9552, Wayne County, Illinois",1280,3111
1561,17191955000,"Census Tract 9550, Wayne County, Illinois",1696,4600
1562,17191954900,"Census Tract 9549, Wayne County, Illinois",1380,3340
1563,17191955300,"Census Tract 9553, Wayne County, Illinois",1289,2685
1564,17193958400,"Census Tract 9584, White County, Illinois",1294,3143
1565,17193958100,"Census Tract 9581, White County, Illinois",1598,3441
1566,17193958200,"Census Tract 9582, White County, Illinois",1243,2806
1567,17193958000,"Census Tract 9580, White County, Illinois",806,2064
1568,17193958300,"Census Tract 9583, White County, Illinois",1115,2571
1569,17203030100,"Census Tract 301, Woodford County, Illinois",963,2476
1570,17203030200,"Census Tract 302, Woodford County, Illinois",1094,3029
1571,17203030502,"Census Tract 305.02, Woodford County, Illinois",1082,2452
1572,17203030601,"Census Tract 306.01, Woodford County, Illinois",2304,6835
1573,17203030602,"Census Tract 306.02, Woodford County, Illinois",1469,3361
1574,17203030700,"Census Tract 307, Woodford County, Illinois",1609,4253
1575,17203030501,"Census Tract 305.01, Woodford County, Illinois",3045,7881
1576,17203030300,"Census Tract 303, Woodford County, Illinois",1148,2873
1577,17203030400,"Census Tract 304, Woodford County, Illinois",2135,5657
1578,17055040800,"Census Tract 408, Franklin County, Illinois",1508,3565
1579,17055040900,"Census Tract 409, Franklin County, Illinois",951,2452
1580,17055041200,"Census Tract 412, Franklin County, Illinois",1443,3659
1581,17055040400,"Census Tract 404, Franklin County, Illinois",1440,3901
1582,17055041000,"Census Tract 410, Franklin County, Illinois",1049,2785
1583,17055040500,"Census Tract 405, Franklin County, Illinois",1515,3039
1584,17019001206,"Census Tract 12.06, Champaign County, Illinois",1174,2143
1585,17055040100,"Census Tract 401, Franklin County, Illinois",1214,2915
1586,17055040300,"Census Tract 403, Franklin County, Illinois",1072,3168
1587,17055040600,"Census Tract 406, Franklin County, Illinois",1012,3096
1588,17019001301,"Census Tract 13.01, Champaign County, Illinois",2233,6099
1589,17019005600,"Census Tract 56, Champaign County, Illinois",1672,6834
1590,17019000200,"Census Tract 2, Champaign County, Illinois",485,1804
1591,17019001203,"Census Tract 12.03, Champaign County, Illinois",1810,4718
1592,17019001205,"Census Tract 12.05, Champaign County, Illinois",1931,7043
1593,17019010900,"Census Tract 109, Champaign County, Illinois",3131,9531
1594,17019000902,"Census Tract 9.02, Champaign County, Illinois",2047,6754
1595,17019005800,"Census Tract 58, Champaign County, Illinois",1063,4050
1596,17013951300,"Census Tract 9513, Calhoun County, Illinois",1191,2379
1597,17043844202,"Census Tract 8442.02, DuPage County, Illinois",969,2633
1598,17043845200,"Census Tract 8452, DuPage County, Illinois",1626,5060
1599,17043840103,"Census Tract 8401.03, DuPage County, Illinois",2615,5966
1600,17043840801,"Census Tract 8408.01, DuPage County, Illinois",1195,2358
1601,17043841603,"Census Tract 8416.03, DuPage County, Illinois",1600,4316
1602,17043842000,"Census Tract 8420, DuPage County, Illinois",1483,4313
1603,17043842601,"Census Tract 8426.01, DuPage County, Illinois",1585,4041
1604,17043842602,"Census Tract 8426.02, DuPage County, Illinois",1819,4243
1605,17043843000,"Census Tract 8430, DuPage County, Illinois",1426,4216
1606,17043843700,"Census Tract 8437, DuPage County, Illinois",1515,4291
1607,17043843800,"Census Tract 8438, DuPage County, Illinois",1192,3163
1608,17043840802,"Census Tract 8408.02, DuPage County, Illinois",1840,5828
1609,17043842100,"Census Tract 8421, DuPage County, Illinois",2159,6029
1610,17043842703,"Census Tract 8427.03, DuPage County, Illinois",1650,4031
1611,17043844100,"Census Tract 8441, DuPage County, Illinois",1286,4251
1612,17043840102,"Census Tract 8401.02, DuPage County, Illinois",1566,4388
1613,17043840201,"Census Tract 8402.01, DuPage County, Illinois",3018,6207
1614,17043841103,"Census Tract 8411.03, DuPage County, Illinois",1432,3750
1615,17043841206,"Census Tract 8412.06, DuPage County, Illinois",2153,5233
1616,17043841802,"Census Tract 8418.02, DuPage County, Illinois",1986,5211
1617,17043842200,"Census Tract 8422, DuPage County, Illinois",1865,4676
1618,17043842400,"Census Tract 8424, DuPage County, Illinois",1340,5133
1619,17043842800,"Census Tract 8428, DuPage County, Illinois",1675,4727
1620,17043844401,"Census Tract 8444.01, DuPage County, Illinois",1657,3201
1621,17043840000,"Census Tract 8400, DuPage County, Illinois",876,2920
1622,17043840101,"Census Tract 8401.01, DuPage County, Illinois",2000,5834
1623,17043845702,"Census Tract 8457.02, DuPage County, Illinois",2044,4527
1624,17043846103,"Census Tract 8461.03, DuPage County, Illinois",1730,5716
1625,17043846201,"Census Tract 8462.01, DuPage County, Illinois",1929,6039
1626,17043846202,"Census Tract 8462.02, DuPage County, Illinois",1911,6725
1627,17043846205,"Census Tract 8462.05, DuPage County, Illinois",1574,3928
1628,17043841108,"Census Tract 8411.08, DuPage County, Illinois",1191,4504
1629,17043846504,"Census Tract 8465.04, DuPage County, Illinois",2116,6488
1630,17043840600,"Census Tract 8406, DuPage County, Illinois",1730,5194
1631,17043841104,"Census Tract 8411.04, DuPage County, Illinois",1726,4461
1632,17043841205,"Census Tract 8412.05, DuPage County, Illinois",1795,4772
1633,17043841401,"Census Tract 8414.01, DuPage County, Illinois",2246,6380
1634,17043841501,"Census Tract 8415.01, DuPage County, Illinois",1951,6349
1635,17043842605,"Census Tract 8426.05, DuPage County, Illinois",1674,4384
1636,17043842704,"Census Tract 8427.04, DuPage County, Illinois",2055,5527
1637,17043843400,"Census Tract 8434, DuPage County, Illinois",1238,3500
1638,17043844301,"Census Tract 8443.01, DuPage County, Illinois",2652,6445
1639,17043845300,"Census Tract 8453, DuPage County, Illinois",1180,3328
1640,17043844402,"Census Tract 8444.02, DuPage County, Illinois",2079,4546
1641,17043844601,"Census Tract 8446.01, DuPage County, Illinois",2666,3827
1642,17067953900,"Census Tract 9539, Hancock County, Illinois",1050,2011
1643,17067954000,"Census Tract 9540, Hancock County, Illinois",1219,2493
1644,17167003100,"Census Tract 31, Sangamon County, Illinois",2976,7216
1645,17167003201,"Census Tract 32.01, Sangamon County, Illinois",1546,4581
1646,17167003601,"Census Tract 36.01, Sangamon County, Illinois",1306,2631
1647,17167001900,"Census Tract 19, Sangamon County, Illinois",873,3612
1648,17167000201,"Census Tract 2.01, Sangamon County, Illinois",1040,2340
1649,17167001600,"Census Tract 16, Sangamon County, Illinois",854,3901
1650,17167002500,"Census Tract 25, Sangamon County, Illinois",2059,5834
1651,17083010200,"Census Tract 102, Jersey County, Illinois",1306,3355
1652,17155954600,"Census Tract 9546, Putnam County, Illinois",1471,2937
1653,17155954500,"Census Tract 9545, Putnam County, Illinois",1227,2809
1654,17039971600,"Census Tract 9716, De Witt County, Illinois",1703,3910
1655,17039971400,"Census Tract 9714, De Witt County, Illinois",1169,2435
1656,17039971500,"Census Tract 9715, De Witt County, Illinois",1134,2828
1657,17039971700,"Census Tract 9717, De Witt County, Illinois",1426,3408
1658,17039971800,"Census Tract 9718, De Witt County, Illinois",1156,3461
1659,17051950800,"Census Tract 9508, Fayette County, Illinois",1648,5004
1660,17051950600,"Census Tract 9506, Fayette County, Illinois",1069,2452
1661,17051951000,"Census Tract 9510, Fayette County, Illinois",874,1848
1662,17051950500,"Census Tract 9505, Fayette County, Illinois",1128,2790
1663,17051950900,"Census Tract 9509, Fayette County, Illinois",662,2116
1664,17051951100,"Census Tract 9511, Fayette County, Illinois",1268,3010
1665,17051950700,"Census Tract 9507, Fayette County, Illinois",1899,4504
1666,17103000200,"Census Tract 2, Lee County, Illinois",1491,3038
1667,17103000600,"Census Tract 6, Lee County, Illinois",1252,3539
1668,17103000300,"Census Tract 3, Lee County, Illinois",1598,4337
1669,17103000700,"Census Tract 7, Lee County, Illinois",873,1908
1670,17103000900,"Census Tract 9, Lee County, Illinois",1499,3348
1671,17045070200,"Census Tract 702, Edgar County, Illinois",851,1999
1672,17045070100,"Census Tract 701, Edgar County, Illinois",1246,2436
1673,17045070300,"Census Tract 703, Edgar County, Illinois",1751,3789
1674,17183000400,"Census Tract 4, Vermilion County, Illinois",610,3521
1675,17005951200,"Census Tract 9512, Bond County, Illinois",1462,2819
1676,17005951400,"Census Tract 9514, Bond County, Illinois",1391,3009
1677,17005951300,"Census Tract 9513, Bond County, Illinois",2048,6523
1678,17183001200,"Census Tract 12, Vermilion County, Illinois",1512,2923
1679,17183010702,"Census Tract 107.02, Vermilion County, Illinois",1214,2904
1680,17183000800,"Census Tract 8, Vermilion County, Illinois",1092,2168
1681,17183001300,"Census Tract 13, Vermilion County, Illinois",1936,3441
1682,17183000600,"Census Tract 6, Vermilion County, Illinois",575,2153
1683,17183000900,"Census Tract 9, Vermilion County, Illinois",1094,2493
1684,17183011000,"Census Tract 110, Vermilion County, Illinois",1543,4072
1685,17183010600,"Census Tract 106, Vermilion County, Illinois",1434,4109
1686,17183000100,"Census Tract 1, Vermilion County, Illinois",801,2287
1687,17183000200,"Census Tract 2, Vermilion County, Illinois",450,1639
1688,17183010100,"Census Tract 101, Vermilion County, Illinois",1325,3301
1689,17183010300,"Census Tract 103, Vermilion County, Illinois",1950,4818
1690,17183010400,"Census Tract 104, Vermilion County, Illinois",888,2183
1691,17183010701,"Census Tract 107.01, Vermilion County, Illinois",1388,3109
1692,17183011100,"Census Tract 111, Vermilion County, Illinois",899,2433
1693,17183000500,"Census Tract 5, Vermilion County, Illinois",1376,3397
1694,17183010900,"Census Tract 109, Vermilion County, Illinois",1161,2832
1695,17183010200,"Census Tract 102, Vermilion County, Illinois",2168,5268
1696,17183010800,"Census Tract 108, Vermilion County, Illinois",1407,3397
1697,17183000700,"Census Tract 7, Vermilion County, Illinois",1520,3721
1698,17183010500,"Census Tract 105, Vermilion County, Illinois",1529,3738
1699,17183000300,"Census Tract 3, Vermilion County, Illinois",643,2014
1700,17031120100,"Census Tract 1201, Cook County, Illinois",1850,4102
1701,17031140100,"Census Tract 1401, Cook County, Illinois",470,3527
1702,17031150800,"Census Tract 1508, Cook County, Illinois",1617,4967
1703,17031151100,"Census Tract 1511, Cook County, Illinois",1735,5325
1704,17031160100,"Census Tract 1601, Cook County, Illinois",842,2577
1705,17031160400,"Census Tract 1604, Cook County, Illinois",1376,4693
1706,17031171100,"Census Tract 1711, Cook County, Illinois",1248,3841
1707,17031190300,"Census Tract 1903, Cook County, Illinois",1733,5535
1708,17031190900,"Census Tract 1909, Cook County, Illinois",725,2537
1709,17031200300,"Census Tract 2003, Cook County, Illinois",469,1962
1710,17031110100,"Census Tract 1101, Cook County, Illinois",1909,5367
1711,17031110200,"Census Tract 1102, Cook County, Illinois",1374,3433
1712,17031130200,"Census Tract 1302, Cook County, Illinois",761,1547
1713,17031803005,"Census Tract 8030.05, Cook County, Illinois",996,2553
1714,17031803300,"Census Tract 8033, Cook County, Illinois",2094,5652
1715,17031803605,"Census Tract 8036.05, Cook County, Illinois",2791,7272
1716,17031271800,"Census Tract 2718, Cook County, Illinois",131,841
1717,17031280800,"Census Tract 2808, Cook County, Illinois",328,888
1718,17031280900,"Census Tract 2809, Cook County, Illinois",240,991
1719,17031281900,"Census Tract 2819, Cook County, Illinois",628,6018
1720,17031804105,"Census Tract 8041.05, Cook County, Illinois",1606,3805
1721,17031291200,"Census Tract 2912, Cook County, Illinois",382,2480
1722,17031803902,"Census Tract 8039.02, Cook County, Illinois",1228,3437
1723,17031804104,"Census Tract 8041.04, Cook County, Illinois",1892,4955
1724,17031804202,"Census Tract 8042.02, Cook County, Illinois",3118,7280
1725,17031804805,"Census Tract 8048.05, Cook County, Illinois",2447,6476
1726,17031830004,"Census Tract 8300.04, Cook County, Illinois",2600,6900
1727,17031830005,"Census Tract 8300.05, Cook County, Illinois",2182,4171
1728,17181950300,"Census Tract 9503, Union County, Illinois",871,2091
1729,17181950500,"Census Tract 9505, Union County, Illinois",1362,3726
1730,17181950400,"Census Tract 9504, Union County, Illinois",2041,4381
1731,17181950200,"Census Tract 9502, Union County, Illinois",1026,2448
1732,17201000402,"Census Tract 4.02, Winnebago County, Illinois",1541,3032
1733,17201000501,"Census Tract 5.01, Winnebago County, Illinois",1837,4485
1734,17201000504,"Census Tract 5.04, Winnebago County, Illinois",3400,7097
1735,17201001500,"Census Tract 15, Winnebago County, Illinois",1804,4730
1736,17201002000,"Census Tract 20, Winnebago County, Illinois",781,2851
1737,17201003200,"Census Tract 32, Winnebago County, Illinois",735,3613
1738,17201000104,"Census Tract 1.04, Winnebago County, Illinois",827,2758
1739,17201000200,"Census Tract 2, Winnebago County, Illinois",1248,3282
1740,17201000506,"Census Tract 5.06, Winnebago County, Illinois",2032,4293
1741,17201000513,"Census Tract 5.13, Winnebago County, Illinois",2251,3934
1742,17201001100,"Census Tract 11, Winnebago County, Illinois",736,1139
1743,17201001800,"Census Tract 18, Winnebago County, Illinois",1563,5910
1744,17201002100,"Census Tract 21, Winnebago County, Illinois",389,1765
1745,17201002301,"Census Tract 23.01, Winnebago County, Illinois",789,2398
1746,17201002900,"Census Tract 29, Winnebago County, Illinois",736,989
1747,17201003000,"Census Tract 30, Winnebago County, Illinois",677,1699
1748,17201003300,"Census Tract 33, Winnebago County, Illinois",987,3334
1749,17201003601,"Census Tract 36.01, Winnebago County, Illinois",817,1663
1750,17201003605,"Census Tract 36.05, Winnebago County, Illinois",1202,2149
1751,17201003809,"Census Tract 38.09, Winnebago County, Illinois",1676,4813
1752,17201003904,"Census Tract 39.04, Winnebago County, Illinois",1769,4572
1753,17201000103,"Census Tract 1.03, Winnebago County, Illinois",814,2799
1754,17201000105,"Census Tract 1.05, Winnebago County, Illinois",1369,3966
1755,17201000600,"Census Tract 6, Winnebago County, Illinois",1524,4365
1756,17031031100,"Census Tract 311, Cook County, Illinois",1056,5059
1757,17031381700,"Census Tract 3817, Cook County, Illinois",0,0
1758,17031390100,"Census Tract 3901, Cook County, Illinois",400,1570
1759,17031380700,"Census Tract 3807, Cook County, Illinois",606,1275
1760,17031381200,"Census Tract 3812, Cook County, Illinois",516,1724
1761,17031390200,"Census Tract 3902, Cook County, Illinois",417,1656
1762,17031400300,"Census Tract 4003, Cook County, Illinois",345,1317
1763,17031040600,"Census Tract 406, Cook County, Illinois",571,2514
1764,17115001200,"Census Tract 12, Macon County, Illinois",833,2759
1765,17115002700,"Census Tract 27, Macon County, Illinois",792,2353
1766,17137952300,"Census Tract 9523, Morgan County, Illinois",1268,3346
1767,17115002904,"Census Tract 29.04, Macon County, Illinois",2471,5126
1768,17115000300,"Census Tract 3, Macon County, Illinois",1257,3711
1769,17137951600,"Census Tract 9516, Morgan County, Illinois",973,2894
1770,17137951800,"Census Tract 9518, Morgan County, Illinois",1283,4918
1771,17137952200,"Census Tract 9522, Morgan County, Illinois",1378,3072
1772,17137951500,"Census Tract 9515, Morgan County, Illinois",1485,3084
1773,17137952000,"Census Tract 9520, Morgan County, Illinois",1448,4187
1774,17137951700,"Census Tract 9517, Morgan County, Illinois",1000,2273
1775,17137952100,"Census Tract 9521, Morgan County, Illinois",1553,3551
1776,17137951900,"Census Tract 9519, Morgan County, Illinois",2254,4629
1777,17137951400,"Census Tract 9514, Morgan County, Illinois",1080,2472
1778,17177000500,"Census Tract 5, Stephenson County, Illinois",1777,3183
1779,17177000600,"Census Tract 6, Stephenson County, Illinois",1460,3341
1780,17177001200,"Census Tract 12, Stephenson County, Illinois",1212,3941
1781,17177001300,"Census Tract 13, Stephenson County, Illinois",1485,3810
1782,17177000100,"Census Tract 1, Stephenson County, Illinois",1692,4354
1783,17177000200,"Census Tract 2, Stephenson County, Illinois",1324,2997
1784,17173959100,"Census Tract 9591, Shelby County, Illinois",1604,3749
1785,17173959200,"Census Tract 9592, Shelby County, Illinois",1428,3091
1786,17173959400,"Census Tract 9594, Shelby County, Illinois",1406,3152
1787,17173959600,"Census Tract 9596, Shelby County, Illinois",1434,3056
1788,17185957300,"Census Tract 9573, Wabash County, Illinois",1477,2955
1789,17185957400,"Census Tract 9574, Wabash County, Illinois",744,2129
1790,17185957500,"Census Tract 9575, Wabash County, Illinois",1119,2620
1791,17185957200,"Census Tract 9572, Wabash County, Illinois",1543,3869
1792,17019000800,"Census Tract 8, Champaign County, Illinois",1250,5853
1793,17019001000,"Census Tract 10, Champaign County, Illinois",1405,4654
1794,17019005300,"Census Tract 53, Champaign County, Illinois",713,5631
1795,17019010300,"Census Tract 103, Champaign County, Illinois",734,3491
1796,17019010400,"Census Tract 104, Champaign County, Illinois",1943,4724
1797,17019010500,"Census Tract 105, Champaign County, Illinois",1756,4423
1798,17019000500,"Census Tract 5, Champaign County, Illinois",1101,4151
1799,17019000700,"Census Tract 7, Champaign County, Illinois",1058,3623
1800,17019001204,"Census Tract 12.04, Champaign County, Illinois",1778,4215
1801,17019001400,"Census Tract 14, Champaign County, Illinois",833,6764
1802,17029001100,"Census Tract 11, Coles County, Illinois",1354,3704
1803,17029000900,"Census Tract 9, Coles County, Illinois",1862,4316
1804,17031580100,"Census Tract 5801, Cook County, Illinois",809,2758
1805,17031580600,"Census Tract 5806, Cook County, Illinois",1062,5174
1806,17031804607,"Census Tract 8046.07, Cook County, Illinois",3060,6919
1807,17031804709,"Census Tract 8047.09, Cook County, Illinois",2447,6254
1808,17031805001,"Census Tract 8050.01, Cook County, Illinois",2178,4832
1809,17031805110,"Census Tract 8051.10, Cook County, Illinois",2232,4396
1810,17031805201,"Census Tract 8052.01, Cook County, Illinois",2071,3920
1811,17031805202,"Census Tract 8052.02, Cook County, Illinois",1618,4378
1812,17031830003,"Census Tract 8300.03, Cook County, Illinois",2992,8115
1813,17031830202,"Census Tract 8302.02, Cook County, Illinois",1101,3494
1814,17031828402,"Census Tract 8284.02, Cook County, Illinois",1907,3910
1815,17031828601,"Census Tract 8286.01, Cook County, Illinois",1566,3989
1816,17031830100,"Census Tract 8301, Cook County, Illinois",1022,3170
1817,17031830300,"Census Tract 8303, Cook County, Illinois",1542,4238
1818,17031640300,"Census Tract 6403, Cook County, Illinois",2005,7157
1819,17031650500,"Census Tract 6505, Cook County, Illinois",1248,4549
1820,17031670400,"Census Tract 6704, Cook County, Illinois",499,1656
1821,17031680900,"Census Tract 6809, Cook County, Illinois",1399,3430
1822,17031681100,"Census Tract 6811, Cook County, Illinois",746,2910
1823,17031681300,"Census Tract 6813, Cook County, Illinois",652,2279
1824,17031690400,"Census Tract 6904, Cook County, Illinois",992,3031
1825,17031700200,"Census Tract 7002, Cook County, Illinois",1429,6638
1826,17031711500,"Census Tract 7115, Cook County, Illinois",938,2559
1827,17031730600,"Census Tract 7306, Cook County, Illinois",1472,3559
1828,17031740200,"Census Tract 7402, Cook County, Illinois",2382,6661
1829,17031750100,"Census Tract 7501, Cook County, Illinois",1707,3814
1830,17031750200,"Census Tract 7502, Cook County, Illinois",1211,2778
1831,17031750300,"Census Tract 7503, Cook County, Illinois",894,2494
1832,17031750400,"Census Tract 7504, Cook County, Illinois",1287,3032
1833,17031770500,"Census Tract 7705, Cook County, Illinois",699,4223
1834,17031800400,"Census Tract 8004, Cook County, Illinois",1367,3662
1835,17005951500,"Census Tract 9515, Bond County, Illinois",1710,4361
1836,17007010100,"Census Tract 101, Boone County, Illinois",2069,7631
1837,17007010200,"Census Tract 102, Boone County, Illinois",2085,6043
1838,17007010400,"Census Tract 104, Boone County, Illinois",2132,6720
1839,17007010500,"Census Tract 105, Boone County, Illinois",4784,10390
1840,17007010300,"Census Tract 103, Boone County, Illinois",2468,6946
1841,17011965000,"Census Tract 9650, Bureau County, Illinois",1390,3765
1842,17011965200,"Census Tract 9652, Bureau County, Illinois",1409,3459
1843,17011964900,"Census Tract 9649, Bureau County, Illinois",1013,2567
1844,17011965100,"Census Tract 9651, Bureau County, Illinois",1610,3893
1845,17011965600,"Census Tract 9656, Bureau County, Illinois",1270,2873
1846,17011964700,"Census Tract 9647, Bureau County, Illinois",1308,2941
1847,17011964800,"Census Tract 9648, Bureau County, Illinois",1321,3505
1848,17011965400,"Census Tract 9654, Bureau County, Illinois",1891,3470
1849,17011965500,"Census Tract 9655, Bureau County, Illinois",1630,3635
1850,17011965300,"Census Tract 9653, Bureau County, Illinois",1399,3273
1851,17015960300,"Census Tract 9603, Carroll County, Illinois",1341,3032
1852,17015960600,"Census Tract 9606, Carroll County, Illinois",684,1523
1853,17015960400,"Census Tract 9604, Carroll County, Illinois",1020,1998
1854,17015960500,"Census Tract 9605, Carroll County, Illinois",1077,2626
1855,17015960200,"Census Tract 9602, Carroll County, Illinois",1126,2112
1856,17015960100,"Census Tract 9601, Carroll County, Illinois",1635,3271
1857,17029000300,"Census Tract 3, Coles County, Illinois",1721,4480
1858,17031810000,"Census Tract 8100, Cook County, Illinois",1681,5007
1859,17165955500,"Census Tract 9555, Saline County, Illinois",916,2306
1860,17031590500,"Census Tract 5905, Cook County, Illinois",643,1842
1861,17031600400,"Census Tract 6004, Cook County, Illinois",1674,4413
1862,17031810200,"Census Tract 8102, Cook County, Illinois",1871,6347
1863,17031811000,"Census Tract 8110, Cook County, Illinois",1864,4125
1864,17115001802,"Census Tract 18.02, Macon County, Illinois",906,2202
1865,17115002901,"Census Tract 29.01, Macon County, Illinois",1539,3580
1866,17115002200,"Census Tract 22, Macon County, Illinois",2170,5245
1867,17115002602,"Census Tract 26.02, Macon County, Illinois",953,1929
1868,17115002903,"Census Tract 29.03, Macon County, Illinois",1238,4212
1869,17115000900,"Census Tract 9, Macon County, Illinois",490,1748
1870,17115001000,"Census Tract 10, Macon County, Illinois",389,1158
1871,17115002000,"Census Tract 20, Macon County, Illinois",1847,3794
1872,17115003000,"Census Tract 30, Macon County, Illinois",1275,3486
1873,17115001500,"Census Tract 15, Macon County, Illinois",2003,4302
1874,17115000600,"Census Tract 6, Macon County, Illinois",577,1843
1875,17115001801,"Census Tract 18.01, Macon County, Illinois",1071,2407
1876,17115002401,"Census Tract 24.01, Macon County, Illinois",1235,2401
1877,17115000500,"Census Tract 5, Macon County, Illinois",1078,2836
1878,17161022200,"Census Tract 222, Rock Island County, Illinois",1394,3737
1879,17161024000,"Census Tract 240, Rock Island County, Illinois",1922,4122
1880,17161024400,"Census Tract 244, Rock Island County, Illinois",687,1960
1881,17161022900,"Census Tract 229, Rock Island County, Illinois",968,2635
1882,17161023000,"Census Tract 230, Rock Island County, Illinois",1906,3728
1883,17161023200,"Census Tract 232, Rock Island County, Illinois",2434,4898
1884,17161023300,"Census Tract 233, Rock Island County, Illinois",984,3106
1885,17161020100,"Census Tract 201, Rock Island County, Illinois",3168,7616
1886,17161020900,"Census Tract 209, Rock Island County, Illinois",2290,5767
1887,17161023100,"Census Tract 231, Rock Island County, Illinois",1131,2445
1888,17161024101,"Census Tract 241.01, Rock Island County, Illinois",1960,3851
1889,17021958500,"Census Tract 9585, Christian County, Illinois",818,2114
